,source,type,year,id,score,sent_a,sent_b
3035,main-news,MSRpar,2012train,0117,2.800,"The updated products include Pylon Pro, Pylon Conduit, Pylon Anywhere, and Pylon Application Server.",The new products on the desktop side include the latest versions of Pylon Conduit and Pylon Pro.
3036,main-news,MSRpar,2012train,0119,4.200,Turkish authorities have said all the suicide bombers were Turks.,Ankara says all four suicide bombers were Turkish.
3037,main-news,MSRpar,2012train,0120,1.000,"In April, it had forecast operating earnings in the range of 60 to 80 cents a share.",Kodak expects earnings of 5 cents to 25 cents a share in the quarter.
3038,main-news,MSRpar,2012train,0121,4.200,"From Florida to Alaska, thousands of revelers vowed to push for more legal rights, including same-sex marriages.","Thousands of revellers, celebrating the decision, vowed to push for more legal rights, including same-sex marriages."
3039,main-news,MSRpar,2012train,0123,2.500,"Others with such a status are Egypt, Israel, and Australia.",Nations like Israel and Australia already have such status.
3040,main-news,MSRpar,2012train,0124,3.500,The findings appear in Wednesday's Journal of the American Medical Association (news - web sites).,The results are to be published in Wednesday's issue of The Journal of the American Medical Association.
3041,main-news,MSRpar,2012train,0125,4.750,"Additionally, the h2210’s cradle has room to charge a second battery.",The cradle for the h2200 has space for recharging a second battery.
3042,main-news,MSRpar,2012train,0127,3.500,"One of the 14 Kurds pointed at the word ""refugee"" in an English/Turkish dictionary.","One man had brandished an English-Turkish dictionary and pointed to the word ""refugee""."
3043,main-news,MSRpar,2012train,0128,4.000,"""Close co-operation between law-enforcement agencies and intelligence services lie at the heart of the ongoing fight against terrorism,"" Mr Howard said.","Close cooperation between regional law enforcement agencies and intelligence services was at the heart of the fight against terrorism, he said."
3044,main-news,MSRpar,2012train,0129,2.000,"In 2006, the group says the market will rebound 29.6 percent to $21.3 billion in sales.","In 2006, Asia Pacific will report growth of 7.9 percent to $81.8 billion."
3045,main-news,MSRpar,2012train,0130,3.200,"Captain Robert Ramsey of the US 1st Armoured Division said a truck had exploded outside the building about 11am, and that one of the compound's outer walls had collapsed.",Captain Robert Ramsey of US 1St Armored Division said a truck had exploded outside the building at around 11 am.
3046,main-news,MSRpar,2012train,0132,3.800,This northern autumn US trainers will work with soldiers from four North African countries on patrolling and gathering intelligence.,"Later this year, the command will send trainers with soldiers from four North African nations on patrolling and intelligence gathering missions."
3047,main-news,MSRpar,2012train,0136,2.500,"""The figures are becoming catastrophic,"" said Dr. Patrick Pelloux, the president of the association of emergency room physicians.","This is unacceptable,"" said Patrick Pelloux, the president of France's Association of Emergency Doctors."
3048,main-news,MSRpar,2012train,0137,3.000,"""Whatever has happened to you by way of punishment is certainly more than enough,"" Covello told the 49-year-old, whose family, friends and supporters filled half the courtroom.","""What has happened to you, sir, by way of punishment, is certainly more than enough,"" Covello said."
3049,main-news,MSRpar,2012train,0138,4.000,The mother also alleged in the lawsuit that she was sexually assaulted by one of the guards.,The mother also contended that she was sexually assaulted by one of the guards during the 1998 confrontation.
3050,main-news,MSRpar,2012train,0141,2.625,"Yes, from today Flash memory purchased from AMD or Fujitsu will be branded Spansion.",Spansion Flash memory solutions are available worldwide from AMD and Fujitsu.
3051,main-news,MSRpar,2012train,0142,3.200,The world's two largest automakers said their U.S. sales declined more than predicted last month as a late summer sales frenzy caused more of an industry backlash than expected.,Domestic sales at both GM and No. 2 Ford Motor Co. declined more than predicted as a late summer sales frenzy prompted a larger-than-expected industry backlash.
3052,main-news,MSRpar,2012train,0143,4.000,A tropical storm rapidly developed in the Gulf of Mexico Sunday and was expected to hit somewhere along the Texas or Louisiana coasts by Monday night.,A tropical storm rapidly developed in the Gulf of Mexico on Sunday and could have hurricane-force winds when it hits land somewhere along the Louisiana coast Monday night.
3053,main-news,MSRpar,2012train,0144,3.200,"The pressure may well rise on Thursday, with national coverage of the final round planned by ESPN, the cable sports network.","The pressure will intensify today, with national coverage of the final round planned by ESPN and words that are even more difficult."
3054,main-news,MSRpar,2012train,0145,2.400,"Pataki praised Abraham's decision, and LIPA Chairman Richard Kessel said the cable should be kept in operation permanently.","LIPA Chairman Richard Kessel said that meant the cable could be used ""as we see fit."
3055,main-news,MSRpar,2012train,0147,3.600,Dynes came to UC San Diego in 1991 after 22 years as a physicist with AT&T Bell Labs.,"Dynes has been at UC San Diego since 1991 after spending 22 years with AT&T Bell Labs, where he worked on superconductors and other materials."
3056,main-news,MSRpar,2012train,0150,4.600,Meningitis is an infection of the spinal cord fluid and the tissue around the brain.,Meningitis is an infection of the fluid in a person's spinal cord and around the brain.
3057,main-news,MSRpar,2012train,0152,4.400,Mayor Joe T. Parker said late Thursday that the three workers were two men and a woman who were inside the building when the first blast occurred.,"The missing workers, two men and a woman, were inside the building when the first blast occurred, Mayor Joe T. Parker said."
3058,main-news,MSRpar,2012train,0153,4.600,"London-based NCRI official Ali Safavi told Reuters: ""We condemn this raid, which is in our view illegal and morally and politically unjustifiable.""","""We condemn this raid which is in our view illegal and morally and politically unjustifiable,"" London-based NCRI official Ali Safavi told Reuters by telephone."
3059,main-news,MSRpar,2012train,0156,3.600,"It exploded in his hands, but the former Italian prime minister was unhurt.",The letter bomb sent to Prodi exploded in his hands but he was unhurt.
3060,main-news,MSRpar,2012train,0158,3.200,"Halabi's military attorney, Air Force Maj. James Key, denied the charges, which could carry a death penalty.","The attorney representing al-Halabi, Air Force Maj. James Key III, denied the charges, according to The Associated Press."
3061,main-news,MSRpar,2012train,0159,2.000,"Waksal, in a letter to the court, said: ""I tore my family apart.","In seeking leniency, Waksal apologized to the court, his employees and his family."
3062,main-news,MSRpar,2012train,0160,2.800,"Since early May, the city has received 1,400 reports of dead blue jays and crows, Jayroe said.","Since early May, the city has received 1,400 reports, he said."
3063,main-news,MSRpar,2012train,0161,1.600,"But Forest, the Freedom Organisation for the Right to Enjoy Smoking Tobacco, said: ''Mention the word prohibition and everyone knows what happened there.","Forest, the Freedom Organisation for the Right to Enjoy Smoking Tobacco, said it had greeted The Lancet's call with ""amusement and disbelief'""."
3064,main-news,MSRpar,2012train,0163,4.000,"Once converted, BayStar will own an aggregate of approximately 2.95 million shares of SCO common stock or 17.5 percent of the company's outstanding shares.","The investment gives Larkspur, Calif.-based BayStar more than 2.9 million shares of SCO common stock, or 17.5 percent of the company's outstanding shares."
3065,main-news,MSRpar,2012train,0165,2.800,OPEC producers at a meeting on Wednesday are set to pressure independent oil exporters to contribute to the cartel's next supply cut to allow for the return of Iraqi oil.,OPEC this week is set to pressure independent exporters to back the cartel's next supply cut to prevent the resumption of Iraqi exports undercutting oil prices.
3066,main-news,MSRpar,2012train,0168,5.000,"The Federal Trade Commission (FTC) asked Congress today for additional authority to fight unwanted Internet spam, which now accounts for up to half of all e-mail traffic.","The Federal Trade Commission asked Congress yesterday for broader powers to attack the rapidly growing problem of spam, which new studies show accounts for half of all e-mail traffic."
3067,main-news,MSRpar,2012train,0169,3.400,A federal grand jury indicted them on Tuesday; the document was sealed until yesterday to allow authorities to make arrests.,Federal officials said the document remained sealed until Thursday morning to allow authorities to make arrests in five Western states.
3068,main-news,MSRpar,2012train,0170,4.000,"People who have opposed these actions throughout are now trying to find fresh reasons to say this wasn't the right thing to do.""","""What is happening here is that people who have opposed this action throughout are trying to find fresh reasons why it was not the right thing to do."""
